state,reporting_coverage,index,rate,year
New Jersey,98,Robbery,71,2016
New Mexico,72,Robbery,12,2016
New York,54,Robbery,69,2016
North Carolina,62,Robbery,78,2016
North Dakota,99,Robbery,8,2016
Ohio,77,Robbery,33,2016
Oklahoma,95,Robbery,29,2016
Oregon,91,Robbery,20,2016
Pennsylvania,92,Robbery,92,2016
Rhode Island,100,Robbery,39,2016
South Carolina,97,Robbery,54,2016
South Dakota,91,Robbery,13,2016
Tennessee,97,Robbery,55,2016
Texas,97,Robbery,45,2016
Utah,92,Robbery,14,2016
Vermont,56,Robbery,0,2016
Virginia,98,Robbery,47,2016
Washington,89,Robbery,46,2016
West Virginia,68,Robbery,5,2016
Wisconsin,98,Robbery,75,2016
Wyoming,94,Robbery,5,2016
United States,86,Larceny,577,2016
Alabama,78,Larceny,314,2016
Alaska,100,Larceny,619,2016
Arizona,92,Larceny,751,2016
Arkansas,93,Larceny,607,2016
California,99,Larceny,310,2016
Colorado,90,Larceny,921,2016
Connecticut,99,Larceny,527,2016
Delaware,100,Larceny,770,2016
District of Columbia,0,Larceny,NA,2016
Florida,100,Larceny,944,2016
Georgia,79,Larceny,616,2016
Hawaii,100,Larceny,532,2016
Idaho,79,Larceny,656,2016
Illinois,22,Larceny,980,2016
Indiana,65,Larceny,659,2016
Iowa,90,Larceny,871,2016
Kansas,60,Larceny,479,2016
Kentucky,100,Larceny,323,2016
Louisiana,89,Larceny,1062,2016
Maine,100,Larceny,677,2016
Maryland,86,Larceny,930,2016
Massachusetts,94,Larceny,211,2016
Michigan,98,Larceny,480,2016
Minnesota,95,Larceny,913,2016
Mississippi,46,Larceny,537,2016
Missouri,95,Larceny,717,2016
Montana,99,Larceny,858,2016
Nebraska,90,Larceny,1268,2016
Nevada,100,Larceny,466,2016
New Hampshire,96,Larceny,334,2016
New Jersey,98,Larceny,311,2016
New Mexico,72,Larceny,667,2016
New York,54,Larceny,526,2016
North Carolina,62,Larceny,679,2016
North Dakota,99,Larceny,884,2016
Ohio,77,Larceny,450,2016
Oklahoma,95,Larceny,561,2016
Oregon,91,Larceny,622,2016
Pennsylvania,92,Larceny,489,2016
Rhode Island,100,Larceny,505,2016
South Carolina,97,Larceny,692,2016
South Dakota,91,Larceny,1199,2016
Tennessee,97,Larceny,616,2016
Texas,97,Larceny,475,2016
Utah,92,Larceny,737,2016
Vermont,56,Larceny,192,2016
Virginia,98,Larceny,473,2016
Washington,89,Larceny,496,2016
West Virginia,68,Larceny,130,2016
Wisconsin,98,Larceny,1058,2016
Wyoming,94,Larceny,982,2016
United States,86,Drug abuse,293,2016
Alabama,78,Drug abuse,49,2016
Alaska,100,Drug abuse,259,2016
Arizona,92,Drug abuse,454,2016
Arkansas,93,Drug abuse,260,2016
California,99,Drug abuse,156,2016
Colorado,90,Drug abuse,473,2016
Connecticut,99,Drug abuse,161,2016
Delaware,100,Drug abuse,367,2016
District of Columbia,0,Drug abuse,NA,2016
Florida,100,Drug abuse,298,2016
Georgia,79,Drug abuse,264,2016
Hawaii,100,Drug abuse,351,2016
Idaho,79,Drug abuse,466,2016
Illinois,22,Drug abuse,444,2016
Indiana,65,Drug abuse,236,2016
Iowa,90,Drug abuse,319,2016
Kansas,60,Drug abuse,351,2016
Kentucky,100,Drug abuse,110,2016
Louisiana,89,Drug abuse,335,2016
Maine,100,Drug abuse,318,2016
Maryland,86,Drug abuse,414,2016
Massachusetts,94,Drug abuse,37,2016
Michigan,98,Drug abuse,221,2016
Minnesota,95,Drug abuse,279,2016
Mississippi,46,Drug abuse,179,2016
Missouri,95,Drug abuse,412,2016
Montana,99,Drug abuse,360,2016
Nebraska,90,Drug abuse,695,2016
Nevada,100,Drug abuse,277,2016
New Hampshire,96,Drug abuse,527,2016
New Jersey,98,Drug abuse,398,2016
New Mexico,72,Drug abuse,319,2016
New York,54,Drug abuse,330,2016
North Carolina,62,Drug abuse,189,2016
North Dakota,99,Drug abuse,624,2016
Ohio,77,Drug abuse,195,2016
Oklahoma,95,Drug abuse,328,2016
Oregon,91,Drug abuse,525,2016
Pennsylvania,92,Drug abuse,279,2016
Rhode Island,100,Drug abuse,82,2016
South Carolina,97,Drug abuse,435,2016
South Dakota,91,Drug abuse,1015,2016
Tennessee,97,Drug abuse,379,2016
Texas,97,Drug abuse,337,2016
Utah,92,Drug abuse,480,2016
Vermont,56,Drug abuse,74,2016
Virginia,98,Drug abuse,250,2016
Washington,89,Drug abuse,214,2016
West Virginia,68,Drug abuse,94,2016
Wisconsin,98,Drug abuse,544,2016
Wyoming,94,Drug abuse,956,2016
United States,86,Weapons,57,2016
Alabama,78,Weapons,24,2016
Alaska,100,Weapons,30,2016
Arizona,92,Weapons,32,2016
Arkansas,93,Weapons,41,2016
California,99,Weapons,84,2016
Colorado,90,Weapons,57,2016
Connecticut,99,Weapons,49,2016
Delaware,100,Weapons,106,2016
District of Columbia,0,Weapons,NA,2016
Florida,100,Weapons,43,2016
Georgia,79,Weapons,61,2016
Hawaii,100,Weapons,12,2016
Idaho,79,Weapons,49,2016
Illinois,22,Weapons,244,2016
Indiana,65,Weapons,55,2016
Iowa,90,Weapons,41,2016
Kansas,60,Weapons,28,2016
Kentucky,100,Weapons,21,2016
Louisiana,89,Weapons,103,2016
Maine,100,Weapons,12,2016
Maryland,86,Weapons,122,2016
Massachusetts,94,Weapons,26,2016
Michigan,98,Weapons,35,2016
Minnesota,95,Weapons,72,2016
Mississippi,46,Weapons,86,2016
Missouri,95,Weapons,49,2016
Montana,99,Weapons,6,2016
Nebraska,90,Weapons,50,2016
Nevada,100,Weapons,55,2016
New Hampshire,96,Weapons,1,2016
New Jersey,98,Weapons,74,2016
New Mexico,72,Weapons,41,2016
New York,54,Weapons,39,2016
North Carolina,62,Weapons,91,2016
North Dakota,99,Weapons,31,2016
Ohio,77,Weapons,34,2016
Oklahoma,95,Weapons,41,2016
Oregon,91,Weapons,30,2016
Pennsylvania,92,Weapons,69,2016
Rhode Island,100,Weapons,138,2016
South Carolina,97,Weapons,91,2016
South Dakota,91,Weapons,59,2016
Tennessee,97,Weapons,59,2016
Texas,97,Weapons,27,2016
Utah,92,Weapons,55,2016
Vermont,56,Weapons,22,2016
Virginia,98,Weapons,40,2016
Washington,89,Weapons,37,2016
West Virginia,68,Weapons,21,2016
Wisconsin,98,Weapons,103,2016
Wyoming,94,Weapons,67,2016
